Id;regCode;title;author;uco;state;dateBegin;dateEnd;muRole;investor;hs;department;annotation;annotationLanguage;annotationTransl;authorType
138418;1399/2022;Neurobiological correlates of mental illness;Linhartová Pavla, Mgr. Bc. Ph.D.;361780;Implemented by;01.01.2023;31.12.2023;Beneficiary-coordinator;MU / Specific research - support of student projects;LF;Psychiatric clinic;The project brings together research projects carried out as part of individual dissertations at the Psychiatric Clinic of the Brno University Hospital and the Faculty of Medicine of the Medical University of Brno. The research projects focus on the investigation of neurobiological correlates of mental illnesses and the development and research of innovative therapeutic neuropsychological methods for patients with various mental illnesses. Specific projects focus on research into the neural mechanisms of borderline personality disorder symptomatology and the effectiveness of dialectical behavioral therapy in patients with borderline personality disorder, the development of brain-computer interface technologies, and the use of non-invasive brain stimulation in patients with schizophrenia, borderline personality disorder or addictions, mapping cortical layers in schizophrenia and neurobiological correlates of symptomatology in patients with first episodes of schizophrenia, and measuring neural correlates of body perception in eating disorder and anxiety patients, including virtual reality methods.;EN;;academic, employee
138417;1398/2022;Etiopathogenesis, diagnosis, prevention and treatment of diseases of the oral cavity;Izakovičová Hollá Lydie, prof. MUDr. Ph.D.;734;Implemented by;01.01.2023;31.12.2023;Beneficiary-coordinator;MU / Specific research - support of student projects;LF;Dental clinic;"The specific research project will focus on research into the external and internal causes of the development of selected oral diseases, their prevention, diagnosis and treatment. The topics of the individual sub-projects build on the results of previous specific research projects and/or grant projects carried out at the Dental Clinic of the Faculty of Dentistry of the Medical Faculty of MU and FNUSA; clinical and imaging methods used for diagnostic and therapeutic purposes as well as molecular-biological and microbiological methods together with methods of testing selected materials will be used.";EN;;academic, employee
138401;1395/2022;"Personalized therapy in pediatric oncology: multimodal theranostic approach and ""N-of-1 clinical trials""";Štěrba Jaroslav, prof. MUDr. Ph.D.;348;Implemented by;01.01.2023;31.12.2023;Recipient;MU / Specific research - support of student projects;LF;Department of Paediatric Oncology;"The project proposal covers the entire spectrum of research focus of postgraduate students at the Department of Plastic and Aesthetic Surgery at St. Anne's Hospital and Masaryk University Faculty of Medicine (KPECH), extends and builds on the results of previous specific research projects for the years 2020 to 2022. The main objective of the proposed project is to continue the evaluation of new plastic and reconstructive surgery procedures in breast surgery and reconstruction, hand surgery and reconstruction of the lower limb, head and neck. 
 The proposed project is based on the introduction and evaluation of new experimental methods performed within the thesis topics of postgraduate students. Specifically, it involves evaluating the clinical benefit of visualizing the vascular supply to the perforator flaps with imaging methods particularly in flap elevation for breast reconstruction, planning mastectomy flap thickness in correlation with preoperative breast MRI, evaluating the efficacy of prophylactic mastectomies, and a questionnaire survey regarding patients' decision to undergo prophylactic mastectomy. Another part of the project is focused on the anterolateral femoral flap, where the aim of the work is to map the used preparation approaches in a prospective randomized study, to compare them with each other, including peri and postoperative complications and to confirm the results in cadavers. The proposed project is also aimed at prospectively comparing different techniques for the surgical treatment of Dupuytren's contracture while experimentally determining the mechanical strength of the Dupuytren's contracture bands. The last part of the project will deal with the evaluation of the reanimation of the paralyzed face during the transfer of the double innervated muscle to the facial region. 
 The results of the proposed project will contribute to a more precise performance of the various surgical techniques, focusing on maximizing efforts to reduce complications of these treatments, as well as establishing indication criteria for these various innovative treatment modalities.";EN;;academic, employee
138374;1393/2022;Biomedical Sciences III;Slabý Ondřej, prof. RNDr. Ph.D.;42891;Implemented by;01.01.2023;31.12.2023;Beneficiary-coordinator;MU / Specific research - support of student projects;LF;Institute of Biology;The aim of this project is to generate new scientific information in the field of biomedicine that has the potential to elucidate the nature of human disease. All scientific groups of the Institute of Biology of the Faculty of Medicine of the Medical University of Latvia, which focus on different research topics, will participate in the research. An important part of the project is the involvement of PhD students from the Biomedical Sciences programme as well as undergraduate students from the Faculty of Medicine, who form an integral part of the research teams.;EN;;academic, employee
138399;1390/2022;Dynamic thermography as a tool for monitoring emotion processing and its relationship to the level of interoceptive awareness in persons with medically unexplained symptoms;Staffa Erik, Mgr. Ph.D.;175512;Implemented by;01.01.2023;31.12.2023;Beneficiary-coordinator;MU / Specific research - support of student projects;LF;Institute of Biophysics;The aim of the proposed research project is to link the fields of psychology, biophysics and radiology with an emphasis on finding the possibility of using thermal imaging as a complementary diagnostic imaging method for psychological examination. Thermography recording will serve as an objectifying tool to monitor the degree of emotional activation of a person exposed to emotionally charged stimuli. These outputs will be correlated with the degree of interoceptive awareness in individuals across somatic and medically unexplained symptoms and syndromes using the Multidimensional Assessment of Interoceptive Awareness tool. The level of interoceptive awareness will be further correlated with the so-called body maps of emotions. The level of interoceptive awareness and the ability to process emotions at a higher organizational developmental level represents one of the fundamental pillars of the prevention and treatment of so-called medically unexplained symptoms.;EN;;academic, employee
138397;1388/2022;Analysis of brain diseases using functional methods;Rektorová Irena, prof. MUDr. Ph.D.;26922;Implemented by;01.01.2023;31.12.2023;Recipient;MU / Specific research - support of student projects;LF;I. neurological clinic;"Project A: Neural Correlates of Biologically-Driven Diagnosis of Mental Illness 
The present project aims to build on Project A of the Specific Research 2022 on Memory and Consciousness. By extending the already implemented experimental protocol with biological material sampling, we will introduce a new research project in the field of personalized genetically based diagnosis of psychiatric diseases to the existing research on excitability. The study has been approved by the Research Ethics Committee of Masaryk University.

 Project B builds on an ongoing research project that aims to efficiently identify prodromal stages of Lewy body disease (LBD) using a comprehensive combination of clinical, neurophysiological and neuroimaging approaches and to introduce new non-invasive methods for potential diagnostic biomarkers in early stages of LBD. We will discuss one potential biomarker, neuromelanin, which can be imaged using neuromelanin-sensitive MRI (NMS-MRI). The project also builds on an ongoing project looking at NIMS in healthy volunteers and subsequently in patients with mild cognitive impairment in Alzheimer's disease (MKP-AN). MRI brain imaging in combination with non-invasive brain stimulation (NIMS) - transcranial alternating current stimulation (tACS), serves as an additional tool to reveal mechanisms of oscillatory brain activity against the background of cognitive function. Also, by using NIMS we can induce changes in brain oscillatory activity, and thus changes in brain plasticity, which may further lead to therapeutic effects on cognitive function.

 Project C: Development of methods to remove MR artefacts in EEG recordings during simultaneous EEG-fMRI 
Project C builds on ongoing research projects on non-lesional epilepsy and multilesional epilepsy. In the course of these projects, patients with so-called non-lesional or multilesional epilepsy have already been recruited, as well as healthy controls. The studies have passed the approval of the Ethics Committee of St. Anne's University Hospital and allows the data to be used for other purposes.";EN;;academic, employee
138389;1386/2022;Antibody response to COVID-19 in patients with cystic fibrosis;Homola Lukáš, MUDr. Ph.D.;39890;Implemented by;01.01.2023;31.12.2023;Recipient;MU / Specific research - support of student projects;LF;Children's Clinic. Infectious Diseases;Retrospective observational study assessing seroconversion of anti-COVID-19 antibodies in patients with cystic fibrosis monitored continuously during the pandemic at the Cystic Fibrosis Centre of the University Hospital Brno. The data will be evaluated from 2020-2022 in relation to infection and vaccination.;EN;;academic, employee
138368;1379/2022;Organotypic cultures of glioblastoma - personalized testing of anticancer therapy II;Jančálek Radim, prof. MUDr. Ph.D., MBA;152;Implemented by;01.01.2023;31.12.2023;Beneficiary-coordinator;MU / Specific research - support of student projects;LF;Neurosurgery Clinic;"The project is a follow-up to last year's pilot project of organotypic cultures of glioblastoma. The aim of the project is to use the organotypic glioblastoma culture model representing the latest 3D model for testing anti-cancer therapy, best capturing the complexity, heterogeneity, microenvironment and molecular genetic profile of the tumour. The successfully cultured GBM model with a set of control standard adjuvant chemoradiotherapy will be used to study novel anti-cancer treatments. Furthermore, the model will be used to monitor the effect of therapy on the expression of biomarkers potential for targeted therapy and to study the heterogeneity of the tumor population. The therapeutic response of the samples will then be correlated with the patient's clinical response to therapy. 
 The project will involve one undergraduate student, two graduate students and their supervisors. The supervisors will provide expert supervision, and the students will be responsible for collecting and processing samples for culture, assessing response to therapy, and generating project deliverables.";EN;;academic, employee
138367;1377/2022;Differential diagnosis and prognosis estimation of internal diseases 6;Novák Jan, MUDr. Ph.D.;324158;Implemented by;01.01.2023;31.12.2023;Recipient;MU / Specific research - support of student projects;LF;II. internal medicine clinic;"Every day, people all over the world seek out doctors with a range of subjective complaints or with already developed objective signs of particular diseases. The task of physicians is to recognise the typical patterns of diagnoses in this jumble of information (""pattern recognition/inductive reasoning"") or, if no pattern is recognised, to deduce other possible diagnoses from them (""deductive reasoning""). The establishment of a correct diagnosis is an essential step in the initiation of correct and effective treatment, and therefore the process of differential diagnosis and its perfect mastery is a fundamental skill for every physician. In case of uncertainty, or in the presence of general symptoms occurring in several different diseases, various (bio)markers can help in the differential diagnostic analysis, which should reduce the risk of a possible diagnostic error. Similarly, answering the frequent question of our patients ""What's next for me?"", i.e. to provide the patient with information about the future course of his/her disease, is often difficult, and it is the identification of new (bio)markers that may enable this prognostic stratification.
 The aim of the project is to find new potential (bio)markers that would be helpful in the course of differential diagnosis and prognostic stratification of internal diseases. The first specific aim of the project is to identify biomarkers that will facilitate the differential diagnosis of proteinuria, limb edema and also the estimation of early recurrence of atrial fibrillation after catheter ablation. The second specific aim of the project is to identify markers that allow risk stratification of women with gestational diabetes mellitus.
 The project builds on previous DIDIPRON 1-5 projects that ran from 2017-2022. During that period, they supported 3 successful dissertation defenses and 2 successful P-POOL student defenses and have supported the development of science at the Second Internal Medicine Clinic over the long term. Two undergraduate students, two postgraduate students and their supervisors will participate in the project. 
 In 2023, project outputs will include presentation of original results at conferences in the country or abroad and preparation/publication of manuscripts for impact factor journals. Students will also collect data for their thesis and dissertation.";EN;;academic, employee
138298;1345/2022;Multi-omic, genetic and functional approaches to improve diagnosis, prevention and treatment of high cardiovascular risk patients with familial hypercholesterolemia phenotype and beyond;Freiberger Tomáš, prof. MUDr. Ph.D.;24036;in the process after e-schv.;01.07.2023;30.06.2027;Partner;EU / Horizon Europe / EIC;LF;Institute of Clinical Immunology and Allergology.;Functional studies of familial hypercholesterolemia (FH) led to the foundation of cardiogenomics and the development of the most important drugs for cardiovascular diseases (CVD) prevention. FHomics will leverage FH again, through functional and multi-omics studies of a unique collection of FH patients from four different countries, in combination with large-scale functional characterization of variants of unknown significance (VUS). The resulting multi-dimensional data will be integrated with state-of-the-art artificial intelligence models to develop novel tools for FH diagnosis and treatment to achieve personalised CVD prevention. Moreover, FHomics will shed light on so far unresolved factors driving interindividual variation of CVD risk, and also on novel genes /mechanisms, providing novel access points for future CVD treatments. FHomic’s multi-pronged effort will have a profound impact on the diagnosis and treatment of FH and high-risk CVD patients;EN;;academic, employee
137997;1276/2022;Biomarkers associated with IL-6 variability in subarachnoid haemorrhage;Lipková Jolana, Mgr. Ph.D.;77985;Implemented by;01.01.2023;31.12.2024;Recipient;MU / GA MU / CAREER RESTART;LF;Research group of Kamil Ďuriš;The project aims to identify potential biomarkers associated with IL-6 variability in an experimental model of subarachnoid hemorrhage in rats. The main goal is to analyze the expression level of IL-6 family and full proteome spectrum from different tissues in several time-points after SAH induction.;EN;;Academic
137860;1256/2022;Artificial Intelligence-enabled Recommender System for Designing Experiments on Predicting the Molecular Progress of Alzheimer's Disease;Zamani Alemeh, Ph.D.;242724;schv. HS,waiting for fin;01.04.2023;31.12.2025;Recipient;MU / GA MU / INTERDISCIPLINARY;LF;Institute of Anatomy;Early diagnosis of Alzheimer’s Disease (AD) is one of the most demanding challenges in healthcare. It is, thus, crucial to discover the pathological pathway cascades or causality involved in the development and progression of the disease. For this purpose, we aim to uncover the role of the choroid plexus, one of the most understudied and yet, essential structures of the brain in physiologically normal and disease settings. To investigate the molecular events alterations in the choroid plexus during Alzheimer’s disease development, we plan to implement interdisciplinary and integrative approaches, including transcriptome profiling and Artificial Intelligence (AI). We will sequence and quantify the transcriptional and translational output of the genetically and pharmaceutically manipulated cells, utilising Next Generation Sequencing. Then, we will employ AI on the extensive generated data sets to determine the best set of molecules that are highly differentially expressed in Alzheimer’s disease. We will gather time-tagged experimental data in three runs. For each run, we will measure 100+ molecular alterations in at least 10 different experimental conditions at 10 different time-point intervals (H1-H48), making a sample size of 100 per each round of the experiment. Experimental data will be analysed using Fuzzy Cognitive Maps (FCMs), and an AI-based meta-classifier will be designed to create a meta-model at the end of each run. For the last run, as we will have a sufficient sample size, we will apply the Deep Reinforcement Learning technique to create and validate the final meta-model. Utterly, we will design, implement, and validate an intelligent recommender system to facilitate the identification of new pathways involved in the initiation and progression of Alzheimer’s disease. This study will also provide insights into therapeutic approaches and the prevention of Alzheimer’s disease.;EN;;academic, employee
137758;1235/2022;Enhancement of Spatial Resolution of MR Images to Capture the Neurobiology of Mental Disorders;Křenek Aleš, Mgr. Ph.D.;3086;schv. HS,waiting for fin;01.04.2023;31.12.2025;Recipient;MU / GA MU / INTERDISCIPLINARY;ÚVT;IT Infrastructure Division;"Resolution of current in-vivo MR imaging is insufficient to directly detect fine gray matter structure - cortical layers. On the other hand, changes in these structures are known to be related to development of serious diseases, such as schizophrenia, Alzheimer's disease, cortical dysplasia in epilepsy and even COVID-19. Early detection of abnormalities in cerebral cortex morphology are a promising approach leading to better diagnostics and treatment. 
We propose an interdisciplinary cooperation between researchers in MR imaging, signal processing and analysis, data science and modelling, machine learning, and neurobiology of mental disorders to deliver a method for imaging and measuring of brain cortical subcomponents. This novel neuroimaging method will be based on tailored T1 relaxometry, component modelling, classification with machine learning algorithms, and signal transformations. The ability of the proposed method to capture the targeted fine gray matter structures will be evaluated and compared with state-of-the-art results as well.  
Using this multidisciplinary approach, we aim at increasing the spatial resolution of brain structural magnetic resonance imaging which at its current state does not enable to directly detect and evaluate relevant neuropathological features. Our proposed neuroimaging method will enable visualization and measurement of the cortical subcomponents that correspond to individual cortical layers. 
The enhancement in the resolution will enable interpretation of the disease processes, treatment effects and their mutual interactions in vivo, and deliver missing information for better diagnostics and treatment regimens in psychiatry. 
Feasibility of our aims is supported by preliminary results, and we aim at extending already existing international collaborations.";EN;;Employee
137657;1225/2022;Clinical correlates of cerebrospinal fluid microRNA profiles and neurofilament levels in spinal muscular atrophy during nusinersen treatment in children;Ošlejšková Hana, doc. MUDr. Ph.D.;26544;not approved. invest.;31.01.2023;31.12.2023;Recipient;MU / Internal projects LF / Accelerate;LF;Department of Child Neurology;Spinal muscular atrophy (SMA) is debilitating motor neuron disease (MND) caused by insufficient level of SMN (survival motor neuron) protein. The exact role of ubiquitously expressed SMN protein in SMA pathogenesis is not completely understood. The mechanism responsible for selective vulnerability of spinal motor neurons remains under study. Recent findings have suggested an important role of microRNA (miRNA) dysregulation in the selective vulnerability of motor neurons in SMA. We propose pilot project which aims to analyze miRNA profiles in cerebrospinal fluid (CSF) and blood plasma of the pediatric patients with SMA before and during nusinersen treatment. MiRNA profiles will be correlated with clinical response to treatment and CSF concentrations of neurofilament proteins (NF-L and pNF-H - biomarkers of axonal damage) during treatment. Identification of specific miRNA profiles could be used as potential biomarker for disease screening in the early stage and for treatment effects moni;EN;;academic, employee
137630;1221/2022;Studying the early development of Alzheimer's disease pathology using brain organoids;Bohačiaková Dáša, Mgr. Ph.D.;123980;Implemented by;01.01.2023;31.12.2023;Recipient;MU / Internal projects LF / Start-up;LF;Dáša Bohačiaková's research group;Alzheimer's disease (AD) is a neurodegenerative disorder affecting the population worldwide. Currently, iPSCs have been used to create cerebral organoids (COs), which can adequately mimic AD in vitro. These models can also mimic the early development of the brain, and they can thus help to understand the initiation steps and molecular mechanisms of AD. This project aims to uncover mechanisms that lead to the development of AD. We plan to derive COs from fAD iPSCs (and respective non-demented controls) and perform bulk mRNA sequencing of several timepoints during early neural development. Our preliminary data suggest that the early developmental phase and deregulated signaling pathways underlie the development of early-onset familial AD.;EN;;academic, employee
137609;1217/2022;Biometric sensing and data analysis using artificial intelligence for early diagnosis of dementia;Ludka Ondřej, prof. MUDr. Ph.D.;18829;not approved. invest.;01.01.2023;31.12.2024;Recipient;MU / Internal projects LF / Accelerate;LF;Department of Internal Medicine, Geriatr. and pr.lekar.;Dementia is not often discovered in its incipient stage, therefore in the stage, which is the most suitable for the introduction of therapy and regime measures. This is a problem, because sooner the therapy begins, bigger is a chance of postponement of the most grave stages. The result is thereafter a maintaining of good quality of patient’s life, which has direct economic consequences for patient’s family and for public finances, because health and social care costs do not increase. In the past years the works have been published, in which artificial intelligence had been used to analyse finding on MRI of brain. Our goal is to examine, whether the artificial intelligence can be used in direct diagnosis. In our project we want to carry out biometric measurement of patient by means of audiovisual equipment with the sebsequent analysis of data using artificial intelligence. If the project is succesful, an early diagnostics will be improved, primarily in the department of GP.;EN;;academic, employee
137624;1213/2022;Mathematical modeling of very and ultra-fast oscillations in EEG signals;Přibylová Lenka, RNDr. Ph.D.;9607;in the process after e-schv.;01.04.2023;31.12.2025;Recipient;MU / GA MU / INTERDISCIPLINARY;PřF;Department of Mathematics and Statistics;This interdisciplinary project on modeling EEG signals links knowledge of the Research and Modeling Team of Nonlinear Dynamics from the Department of Mathematics and Statistics, Faculty of Science, Masaryk University, The First Department of Neurology and CEITEC, Faculty of Medicine, Masaryk University in collaboration with Institute of Scientific Instruments of the CAS. According to recent findings, synchronized very high-frequency oscillations (vHFOs) and ultra-fast oscillations (UFOs) in neural mass measured as an EEG signal are related to focal epilepsy. A model simulating analogous dynamics in neural mass using the latest approaches offered by nonlinear dynamics, bifurcation theory, as well as modern data-driven approaches to infer dynamics from time series, may advance the diagnostic possibilities of focal epilepsy and seizure detection and possibly contribute to the understanding of the origin of the neurological disorder.;EN;;academic, employee
137606;1211/2022;MUNIMILK 2: Biotechnology for human milk production;Sumbalová Koledová Zuzana, Mgr. Ph.D.;233399;Implemented by;01.01.2023;31.12.2024;Recipient;MU / Internal projects LF / Accelerate;LF;Zuzana Koledová's research group;Human breast milk is the best nutrition for human babies ensuring all their nutritional needs for healthy development. However, as much as half of the newborns worldwide are not properly breastfed due to multiple reasons, including maternal lactation insufficiencies, infections etc. Current commercial human milk replacements do not reach the full quality of human breast milk and the milk biobanks do not meet the high demands. Therefore, there is an unmet need for full-quality human breast milk. This project aims to further develop our unique biotechnology for milk production in the laboratory towards production of human breast milk.;EN;;academic, employee
137599;1197/2022;Retinal organoids as a tool for the study of embryonic diabetic retinopathy.;Bárta Tomáš, Mgr. Ph.D.;106061;Implemented by;01.01.2023;31.12.2023;Recipient;MU / Internal projects LF / Start-up;LF;Department of Histology and Embryology;"Diabetes has a profound impact on the retina and affects the blood–retinal barrier, capillaries and alterations in the neuronal and glial cells of the retina. Currently little is known about the effects of hyperglycaemia on retinal cell types during the development of the embryonic human retina. Additionally there are no established tools for modelling DR in humans, especially for embryonic hyperglycaemia-induced retinopathy. 
In this project we will use retinal organoids derived from induced pluripotent stem (hiPS) cells as a model to closely investigate the effects of hyperglycaemia on human retinal development.";EN;;academic, employee
